ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085602440,1,11,001,000249,202507,,,20241003152909000	2	11	411	837465	202501	光洋機械産業(株)	光洋機械産業(株)	4777618254	5.2.20	5.2.20	5.6.20	5.6.20	1500000	1500000	りそな銀行	りそな銀行	大阪営業部	大阪営業部			ビサン機工(有)	ビサン機工(有),20241003152909000	2	11	411	837465	202501	光洋機械産業(株)	光洋機械産業(株)	4777618254	5.2.20	5.2.20	5.6.20	5.6.20	1500000	1500000	りそな銀行	りそな銀行	大阪営業部	大阪営業部			ビサン機工(有)	ビサン機工(有),2112,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,11,,,testuser
20250723085602440,1,12,001,000249,202507,,,20241003152909000	2	12	411	837465	202501	(株)ミツワ	(株)ミツワ	2363052416	5.1.21	5.1.21	5.5.21	5.5.21	134200	134200	山口銀行	山口銀行	宇部支店	宇部支店				,20241003152909000	2	12	411	837465	202501	(株)ミツワ	(株)ミツワ	2363052416	5.1.21	5.1.21	5.5.21	5.5.21	134200	134200	山口銀行	山口銀行	宇部支店	宇部支店				,2113,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,12,,,testuser
20250723085602440,1,13,001,000249,202507,,,20241003152909000	2	13	411	837465	202501	(株)ミツワ	(株)ミツワ	2363052416	5.2.21	5.2.21	5.6.21	5.6.21	292600	292600	山口銀行	山口銀行	宇部支店	宇部支店				,20241003152909000	2	13	411	837465	202501	(株)ミツワ	(株)ミツワ	2363052416	5.2.21	5.2.21	5.6.21	5.6.21	292600	292600	山口銀行	山口銀行	宇部支店	宇部支店				,2114,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,13,,,testuser
20250723085602440,1,14,001,000249,202507,,,20241003152909000	2	14	411	837465	202501	(株)ヤマダ	(株)ヤマダ	6385223658	5.3.20	5.3.20	5.6.30	5.6.30	363000	363000	トマト銀行	トマト銀行	水島支店	水島支店				,20241003152909000	2	14	411	837465	202501	(株)ヤマダ	(株)ヤマダ	6385223658	5.3.20	5.3.20	5.6.30	5.6.30	363000	363000	トマト銀行	トマト銀行	水島支店	水島支店				,2115,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,14,,,testuser
20250723085602440,1,15,001,000249,202507,,,20241003152909000	2	15	411	837465	202501	(有)林商会	(有)林商会	0020225678	4.12.20	4.12.20	5.5.5	5.5.5	171600	171600	広島みどり信用金庫	広島みどり信用金庫	本店	本店				,20241003152909000	2	15	411	837465	202501	(有)林商会	(有)林商会	0020225678	4.12.20	4.12.20	5.5.5	5.5.5	171600	171600	広島みどり信用金庫	広島みどり信用金庫	本店	本店				,2116,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,15,,,testuser
20250723085602440,1,16,001,000249,202507,,,20241003152909000	2	16	411	837465	202501	(有)林商会	(有)林商会	0020225678	5.1.20	5.1.20	5.6.5	5.6.5	228800	228800	広島みどり信用金庫	広島みどり信用金庫	本店	本店				,20241003152909000	2	16	411	837465	202501	(有)林商会	(有)林商会	0020225678	5.1.20	5.1.20	5.6.5	5.6.5	228800	228800	広島みどり信用金庫	広島みどり信用金庫	本店	本店				,2117,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,16,,,testuser
20250723085602440,1,17,001,000249,202507,,,20241003152909000	2	17	411	837465	202501	(有)林商会	(有)林商会	0020225678	5.2.20	5.2.20	5.7.5	5.7.5	114400	114400	広島みどり信用金庫	広島みどり信用金庫	本店	本店				,20241003152909000	2	17	411	837465	202501	(有)林商会	(有)林商会	0020225678	5.2.20	5.2.20	5.7.5	5.7.5	114400	114400	広島みどり信用金庫	広島みどり信用金庫	本店	本店				,2118,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,17,,,testuser
20250723085602440,1,18,001,000249,202507,,,20241003152909000	2	18	411	837465	202501	(株)リョーキ	(株)リョーキ	1268372329	4.12.20	4.12.20	5.4.30	5.4.30	120596	120596	広島銀行	広島銀行	横川支店	横川支店				,20241003152909000	2	18	411	837465	202501	(株)リョーキ	(株)リョーキ	1268372329	4.12.20	4.12.20	5.4.30	5.4.30	120596	120596	広島銀行	広島銀行	横川支店	横川支店				,2119,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,18,,,testuser
20250723085602440,1,19,001,000249,202507,,,20241003152909000	2	19	411	837465	202501	(株)産機	(株)産機	8442124069	4.12.29	4.12.29	5.4.30	5.4.30	237050	237050	山陰合同銀行	山陰合同銀行	本店営業部	本店営業部				,20241003152909000	2	19	411	837465	202501	(株)産機	(株)産機	8442124069	4.12.29	4.12.29	5.4.30	5.4.30	237050	237050	山陰合同銀行	山陰合同銀行	本店営業部	本店営業部				,2120,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,19,,,testuser
20250723085602440,1,20,001,000249,202507,,,20241003152909000	2	20	411	837465	202501	(株)産機	(株)産機	8442124069	5.3.31	5.3.31	5.7.31	5.7.31	123200	123200	山陰合同銀行	山陰合同銀行	本店営業部	本店営業部				,20241003152909000	2	20	411	837465	202501	(株)産機	(株)産機	8442124069	5.3.31	5.3.31	5.7.31	5.7.31	123200	123200	山陰合同銀行	山陰合同銀行	本店営業部	本店営業部				,2121,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,20,,,testuser
20250723085602440,1,21,001,000249,202507,,,20241003152909000	2	21	411	837465	202501	(株)ハマダ	(株)ハマダ	0914340315	5.2.28	5.2.28	5.6.25	5.6.25	1045000	1045000	三井住友銀行	三井住友銀行	網干支店	網干支店				,20241003152909000	2	21	411	837465	202501	(株)ハマダ	(株)ハマダ	0914340315	5.2.28	5.2.28	5.6.25	5.6.25	1045000	1045000	三井住友銀行	三井住友銀行	網干支店	網干支店				,2122,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,21,,,testuser
20250723085602440,1,22,001,000249,202507,,,20241003152909000	2	22	411	837465	202501	(有)信長興業	(有)信長興業	5085890849	4.1.25	4.1.25	5.4.6	5.4.6	180000	180000	中国銀行	中国銀行	矢掛支店	矢掛支店				,20241003152909000	2	22	411	837465	202501	(有)信長興業	(有)信長興業	5085890849	4.1.25	4.1.25	5.4.6	5.4.6	180000	180000	中国銀行	中国銀行	矢掛支店	矢掛支店				,2123,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,22,,,testuser
20250723085602440,1,23,001,000249,202507,,,20241003152909000	2	23	411	837465	202501	(有)信長興業	(有)信長興業	5085890849	5.2.6	5.2.6	5.6.6	5.6.6	260000	260000	中国銀行	中国銀行	矢掛支店	矢掛支店				,20241003152909000	2	23	411	837465	202501	(有)信長興業	(有)信長興業	5085890849	5.2.6	5.2.6	5.6.6	5.6.6	260000	260000	中国銀行	中国銀行	矢掛支店	矢掛支店				,2124,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,23,,,testuser
