ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085603490,1,11,001,003003,202507,,,20241008114554000	2	11	441	892208	202204	その他	その他	9915930325	..	..	..	..	13487426	13487426								,20241008114554000	2	11	441	892208	202204	その他	その他	9915930325	..	..	..	..	13487426	13487426								,2814,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,11,,,testuser
20250723085603490,1,12,001,003003,202507,,,20241008114554000	2	13	441	892208	202204	三井造船(株)他	三井造船(株)他	5451520565	..	..	..	..	65688818	65688818					中国銀行	中国銀行		,20241008114554000	2	13	441	892208	202204	三井造船(株)他	三井造船(株)他	5451520565	..	..	..	..	65688818	65688818					中国銀行	中国銀行		,2815,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,12,,,testuser
20250723085603490,1,13,001,003003,202507,,,20241008114554000	2	14	441	892208	202204	(株)ナイカイアーキット他	(株)ナイカイアーキット他	1262773917	..	..	..	..	107027704	107027704					商工組合中央金庫	商工組合中央金庫		,20241008114554000	2	14	441	892208	202204	(株)ナイカイアーキット他	(株)ナイカイアーキット他	1262773917	..	..	..	..	107027704	107027704					商工組合中央金庫	商工組合中央金庫		,2816,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,13,,,testuser
20250723085603490,1,14,001,003003,202507,,,20241008114554000	2	15	441	892208	202204	ツチダ産業(株)他	ツチダ産業(株)他	2791799647	..	..	..	..	10000000	10000000					おかやま信用金庫	おかやま信用金庫		,20241008114554000	2	15	441	892208	202204	ツチダ産業(株)他	ツチダ産業(株)他	2791799647	..	..	..	..	10000000	10000000					おかやま信用金庫	おかやま信用金庫		,2817,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,14,,,testuser
20250723085603490,1,15,001,003003,202507,,,20241008114554000	2	18	441	892208	202204			9710785410	..	..	..	..										,20241008114554000	2	18	441	892208	202204			9710785410	..	..	..	..										,2818,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,15,,,testuser
20250723085603490,1,16,001,003003,202507,,,20241008114554000	2	19	441	892208	202204			9710785410	..	..	..	..										,20241008114554000	2	19	441	892208	202204			9710785410	..	..	..	..										,2819,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,16,,,testuser
20250723085603490,1,17,001,003003,202507,,,20241008114554000	2	20	441	892208	202204			9710785410	..	..	..	..										,20241008114554000	2	20	441	892208	202204			9710785410	..	..	..	..										,2820,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,17,,,testuser
20250723085603490,1,18,001,003003,202507,,,20241008114554000	2	21	441	892208	202204			9710785410	..	..	..	..										,20241008114554000	2	21	441	892208	202204			9710785410	..	..	..	..										,2821,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,18,,,testuser
20250723085603490,1,19,001,003003,202507,,,20241008114554000	2	22	441	892208	202204			9710785410	..	..	..	..										,20241008114554000	2	22	441	892208	202204			9710785410	..	..	..	..										,2822,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,19,,,testuser
20250723085603490,1,20,001,003003,202507,,,20241008114554000	2	23	441	892208	202204			9710785410	..	..	..	..										,20241008114554000	2	23	441	892208	202204			9710785410	..	..	..	..										,2823,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,20,,,testuser
