ocr_result_id,page_no,id,jgroupid_string,cif_number,settlement_at,registration_number_original,registration_number,maker_name_original,maker_name,maker_com_code,maker_com_code_status_id,maker_comcd_relation_source_type_id,maker_exist_comcd_relation_history_id,issue_date_original,issue_date,due_date_original,due_date,paying_bank_name_original,paying_bank_name,paying_bank_code,paying_bank_branch_name_original,paying_bank_branch_name,balance_original,balance,discount_bank_name_original,discount_bank_name,discount_bank_code,description_original,description,conf_registration_number,conf_maker_name,conf_issue_date,conf_due_date,conf_balance,conf_paying_bank_name,conf_paying_bank_branch_name,conf_discount_bank_name,conf_description,coord_x_registration_number,coord_y_registration_number,coord_h_registration_number,coord_w_registration_number,coord_x_maker_name,coord_y_maker_name,coord_h_maker_name,coord_w_maker_name,coord_x_issue_date,coord_y_issue_date,coord_h_issue_date,coord_w_issue_date,coord_x_due_date,coord_y_due_date,coord_h_due_date,coord_w_due_date,coord_x_balance,coord_y_balance,coord_h_balance,coord_w_balance,coord_x_paying_bank_name,coord_y_paying_bank_name,coord_h_paying_bank_name,coord_w_paying_bank_name,coord_x_paying_bank_branch_name,coord_y_paying_bank_branch_name,coord_h_paying_bank_branch_name,coord_w_paying_bank_branch_name,coord_x_discount_bank_name,coord_y_discount_bank_name,coord_h_discount_bank_name,coord_w_discount_bank_name,coord_x_description,coord_y_description,coord_h_description,coord_w_description,row_no,insertdatetime,updatedatetime,updateuser
20250723085603190,1,11,001,000327,202507,,,20250413184323000	2	12	421	339244	202304	オリップ(株)	オリップ(株)	9005389912	4.12.20	4.12.20	5.4.20	5.4.20	1056262	1056262	同上	同上	心斎橋支店	心斎橋支店	大石機械(株)	大石機械(株)		,20250413184323000	2	12	421	339244	202304	オリップ(株)	オリップ(株)	9005389912	4.12.20	4.12.20	5.4.20	5.4.20	1056262	1056262	同上	同上	心斎橋支店	心斎橋支店	大石機械(株)	大石機械(株)		,2855,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,11,,,testuser
20250723085603190,1,12,001,000327,202507,,,20250413184323000	2	13	421	339244	202304	(株)鋲定本店	(株)鋲定本店	3517099582	4.12.23	4.12.23	5.4.30	5.4.30	272195	272195	富山第一銀行	富山第一銀行	東京支店	東京支店	I共同紙器(株)	I共同紙器(株)		,20250413184323000	2	13	421	339244	202304	(株)鋲定本店	(株)鋲定本店	3517099582	4.12.23	4.12.23	5.4.30	5.4.30	272195	272195	富山第一銀行	富山第一銀行	東京支店	東京支店	I共同紙器(株)	I共同紙器(株)		,2856,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,12,,,testuser
20250723085603190,1,13,001,000327,202507,,,20250413184323000	2	14	421	339244	202304	ファスナー工業(株)	ファスナー工業(株)	0914104469	4.12.26	4.12.26	5.4.30	5.4.30	485278	485278	城南信用金庫	城南信用金庫	入新井支店	入新井支店	木田精工(株)	木田精工(株)		,20250413184323000	2	14	421	339244	202304	ファスナー工業(株)	ファスナー工業(株)	0914104469	4.12.26	4.12.26	5.4.30	5.4.30	485278	485278	城南信用金庫	城南信用金庫	入新井支店	入新井支店	木田精工(株)	木田精工(株)		,2857,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,13,,,testuser
20250723085603190,1,14,001,000327,202507,,,20250413184323000	2	15	421	339244	202304	シンコーエステック(株)	シンコーエステック(株)	6283886023	4.12.26	4.12.26	5.4.30	5.4.30	455141	455141	大阪信用金庫	大阪信用金庫	加美支店	加美支店	(株)中村機工	(株)中村機工		,20250413184323000	2	15	421	339244	202304	シンコーエステック(株)	シンコーエステック(株)	6283886023	4.12.26	4.12.26	5.4.30	5.4.30	455141	455141	大阪信用金庫	大阪信用金庫	加美支店	加美支店	(株)中村機工	(株)中村機工		,2858,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,14,,,testuser
20250723085603190,1,15,001,000327,202507,,,20250413184323000	2	16	421	339244	202304	(株)ノダ	(株)ノダ	6178225784	5.1.5	5.1.5	5.4.30	5.4.30	1233858	1233858	静岡銀行	静岡銀行	東京営業部	東京営業部	(株)エムケーテクニカル	(株)エムケーテクニカル		,20250413184323000	2	16	421	339244	202304	(株)ノダ	(株)ノダ	6178225784	5.1.5	5.1.5	5.4.30	5.4.30	1233858	1233858	静岡銀行	静岡銀行	東京営業部	東京営業部	(株)エムケーテクニカル	(株)エムケーテクニカル		,2859,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,15,,,testuser
20250723085603190,1,16,001,000327,202507,,,20250413184323000	2	17	421	339244	202304	(株)三槌	(株)三槌	2636874163	5.1.6	5.1.6	5.5.10	5.5.10	479508	479508	埼玉縣信用金庫	埼玉縣信用金庫	草加支店	草加支店	(株)小林ワッシャー	(株)小林ワッシャー		,20250413184323000	2	17	421	339244	202304	(株)三槌	(株)三槌	2636874163	5.1.6	5.1.6	5.5.10	5.5.10	479508	479508	埼玉縣信用金庫	埼玉縣信用金庫	草加支店	草加支店	(株)小林ワッシャー	(株)小林ワッシャー		,2860,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,16,,,testuser
20250723085603190,1,17,001,000327,202507,,,20250413184323000	2	18	421	339244	202304	(株)ユニタス	(株)ユニタス	6195454027	5.1.20	5.1.20	5.5.31	5.5.31	1178298	1178298	商工組合中央金庫	商工組合中央金庫	上野支店	上野支店	(株)十字屋紙器	(株)十字屋紙器		,20250413184323000	2	18	421	339244	202304	(株)ユニタス	(株)ユニタス	6195454027	5.1.20	5.1.20	5.5.31	5.5.31	1178298	1178298	商工組合中央金庫	商工組合中央金庫	上野支店	上野支店	(株)十字屋紙器	(株)十字屋紙器		,2861,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,17,,,testuser
20250723085603190,1,18,001,000327,202507,,,20250413184323000	2	19	421	339244	202304	ファスナー工業(株)	ファスナー工業(株)	0914104469	5.1.25	5.1.25	5.5.31	5.5.31	628695	628695	城南信用金庫	城南信用金庫	入新井支店	入新井支店	(有)萬善鑛金	(有)萬善鑛金		,20250413184323000	2	19	421	339244	202304	ファスナー工業(株)	ファスナー工業(株)	0914104469	5.1.25	5.1.25	5.5.31	5.5.31	628695	628695	城南信用金庫	城南信用金庫	入新井支店	入新井支店	(有)萬善鑛金	(有)萬善鑛金		,2862,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,18,,,testuser
20250723085603190,1,19,001,000327,202507,,,20250413184323000	2	20	421	339244	202304	シンコーエステック(株)	シンコーエステック(株)	6283886023	5.1.26	5.1.26	5.5.31	5.5.31	928702	928702	大阪信用金庫	大阪信用金庫	加美支店	加美支店	(株)中村機工	(株)中村機工		,20250413184323000	2	20	421	339244	202304	シンコーエステック(株)	シンコーエステック(株)	6283886023	5.1.26	5.1.26	5.5.31	5.5.31	928702	928702	大阪信用金庫	大阪信用金庫	加美支店	加美支店	(株)中村機工	(株)中村機工		,2863,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,19,,,testuser
20250723085603190,1,20,001,000327,202507,,,20250413184323000	2	21	421	339244	202304	(株)ノダ	(株)ノダ	6178225784	5.1.30	5.1.30	5.4.30	5.4.30	612298	612298	静岡銀行	静岡銀行	東京営業部	東京営業部	木田精工(株)	木田精工(株)		,20250413184323000	2	21	421	339244	202304	(株)ノダ	(株)ノダ	6178225784	5.1.30	5.1.30	5.4.30	5.4.30	612298	612298	静岡銀行	静岡銀行	東京営業部	東京営業部	木田精工(株)	木田精工(株)		,2864,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,20,,,testuser
20250723085603190,1,21,001,000327,202507,,,20250413184323000	2	22	421	339244	202304	(株)鋲定本店	(株)鋲定本店	3517099582	5.1.30	5.1.30	5.5.31	5.5.31	323092	323092	富山第一銀行	富山第一銀行	東京支店	東京支店	共同紙器(株)	共同紙器(株)		,20250413184323000	2	22	421	339244	202304	(株)鋲定本店	(株)鋲定本店	3517099582	5.1.30	5.1.30	5.5.31	5.5.31	323092	323092	富山第一銀行	富山第一銀行	東京支店	東京支店	共同紙器(株)	共同紙器(株)		,2865,30,30,20,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,21,,,testuser
